"rnk","val","speech","context"
"cpc2","1B","Mr. Speaker, the member has correctly pointed out that people do not take the train as much as they did in the 1950s or 1940s. I am glad that is evident to him. I also hoped he would have supported the $1-billion of investment we put into VIA, but he did not. Ridership continues to go down because there are alternative methods of transportation, like automobile, bus and airplane. We are making the best possible rail service, but we are not going to have taxpayers wasting money on trains that do not have people in them.","rail investement"
"cpc2","1B","Mr. Speaker, in fact, this government has invested over $1 billion in passenger rail. We have renovated stations, upgraded trains and improved accessibility, while creating jobs for Canadians. This government is committed to quality rail service that is not a burden on the taxpayer. Interestingly, all the investments we made, the opposition parties and the member voted against.","rail investement"
"cpc3","1K","Mr. Speaker, we all know why the Prime Minister is not here today. He is in Europe to secure access to 500 million new consumers for our businesses. That would be 500 million new customers for Canadian businesses. That means 80,000 jobs for Canadians and a $1,000 increase in average family income. This is a government that is on the side of workers and consumers.","trade agreement"
"cpc3","1K","Mr. Speaker, once again, the Leader of the Opposition attacks our Prime Minister for travelling abroad to conclude the biggest trade agreement since NAFTA. The NDP would simply like to build a big brick wall around Canada, a brick wall that would keep out 80,000 jobs, would keep away 500 million customers, would keep away $1,000 in increased income for the average family. The Conservative Party supports free trade; the NDP supports no trade, and the Liberals support the drug trade.","trade agreement"
"cpc3","1K","Mr. Speaker, all three pillars of supply management are protected, but more than that, farmers from across Canada, who are the best in the world, will now have access to over half a billion new hungry customers. That is the advantage of the free trade agreement the Prime Minister is working on. It means we will be creating 80,000 new jobs for Canadians, $12 billion in additional GDP; that is $1,000 for every family in this country, each and every year. The NDP wants to build a big brick wall around Canada. We want to build a bridge to jobs.","trade agreement"
"cpc3","1K","Mr. Speaker, less than 24 hours since the deal was actually announced, the NDP has already succeeded in being on both sides of the issue. It is really a rhetorical game of acrobatics. The NDP should really be proud of that kind of manoeuvre. On this side of the House, our position has always been clear: 80,000 net new jobs, half a billion new customers for Canadian job creators, $1,000 in additional income for the average family of four in this country. This is a good deal, it is the right thing to do, and we are proud of the Prime Minister for delivering it.","trade agreement"
"cpc3","1K","Mr. Speaker, I would like to thank my hon. colleague for that terrific question. Once CETA is fully implemented, approximately 99% of EU tariff lines will be duty free. That includes 100% of non-agricultural lines and over 95% of agricultural tariff lines. It is truly a game changer for Canada: prices down for consumers and employment up, with 80,000 net new jobs. At the end of the day, there will be a $1,000 net benefit to families like those in Lambton—Kent—Middlesex.","trade agreement"
"cpc3","1K","Mr. Speaker, last Friday we made history. Our Prime Minister reached an agreement with the EU on the most comprehensive trade deal Canada has ever signed. It will boost Canada's economy by $12 billion a year, the equivalent of creating 80,000 new jobs or adding $1,000 to the average Canadian family's income every year. It means better priced European goods. It means more choice for Canadian consumers. It gives businesses in every sector and region of our country access to a consumer market of 500 million people. This deal is historic for our government. It is historic for Canada. It is a great deal for Canada.","trade agreement"
"cpc3","1K","Mr. Speaker, the Canada-European Union trade agreement is great for job creation and families across the country. That is why the trade minister is in Halifax today talking about the benefits to the seafood, agriculture and forestry and shipping sectors, and that is why in the last few days the Conference Board of Canada, the Chamber of Commerce and others have confirmed that prices will go down for families and employment will go up. The member for New Brunswick Southwest can assure families in New Brunswick that our government has secured an agreement that is tremendous for Atlantic Canada and will secure a $1,000 net benefit for families once implemented.","trade agreement"
"cpc3","1K","Mr. Speaker, if the member has any information regarding specific employers that have laid off Canadians to replace them with temporary foreign workers, we would like that to be reported. Here are some of the changes we have made. On top of a major fee increase from $250 to $1,000 per application, we have ensured that employers, for example, with 10 or more employees applying for a new LMIA are subject to a cap of 10% on the proportion of their workforce. There are a number of changes that we have made. The New Democrats do not support the changes. They are all over the map when it comes to temporary foreign workers. We will not trust them on this one.","temporary foreign workers"
"cpc3","1K","Mr. Speaker, I can commit to it because we have already done it with the quadrupling of the number of inspectors, funded by the new $1,000 application fee. However, the member says the New Democrats called for sanctions. Why, then, did the NDP vote this spring against the bill that gave us the legislative power to impose new sanctions? Why did the leader of her party say that the program “morphed into having everybody in McDonald's or Tim Hortons coming from another country”, when in fact 96% of the people who work in those franchises are Canadians? Who are these people from other countries that he sees?","temporary foreign workers"
"cpc3","1K","Mr. Speaker, I am pleased to report that today we found out that the new trade commissioner for the European Union, Cecilia Malmström, just said that the CETA, the trade agreement with the EU, is very good for the European Union and that the dispute settlement provisions in the agreement address the EU's concerns relating to transparency and its ability to regulate in the public interest. This agreement is going to add over 80,000 new jobs to the Canadian economy. That is equivalent to $1,000 in additional income for the average Canadian family every year. That is good news.","trade agreement"
"cpc3","1K","Mr. Speaker, as we said many times before, we will work very closely with the provinces and territories to address the issues that the member raises. We are very pleased that this last week we were able to celebrate the conclusion of negotiations and the release of the final text of the treaty. This trade agreement is expected to increase economic activity in Canada by $12 billion. That is the equivalent of 80,000 new Canadian jobs and $1,000 for each Canadian family in additional income every year. This is a very good deal for Canada.","trade agreement"
"cpc3","1K","Mr. Speaker, our government is moving forward with important measures to create jobs. For example, the bill creates jobs and opportunities across Canada through the new small business job credit. The budget implementation bill makes life more affordable for Canadian families by doubling the children's fitness tax credit to $1,000 and making it refundable, and ending pay-to-pay billing practices by telecommunications companies. I urge the opposition to support this important legislation.","child/family tax credit"
"cpc3","1K","Mr. Speaker, our government's top priority, as I said, is creating jobs, economic growth, and long-term prosperity. The budget implementation bill would make life more affordable for Canadian families by doubling the children's fitness credit to $1,000 and making it refundable, ending pay-to-pay billing practices by telecommunications companies, strengthening Canada's intellectual property regime to promote job creation, and improving conditions for business investment and access to international markets by reducing costs and red tape, and there is a lot more.",""
"cpc3","1K","Mr. Speaker, our government is focused on what matters most to Canadians: jobs and economic growth. More than 1.1 million net new jobs have been created since the depths of the recession, over 80% full-time, nearly 80% in the private sector. We are taking action in our budget implementation plan to create opportunities right across the country for small businesses, large businesses, and employees. We are making life more affordable for Canadian families by doubling the children's tax credit to $1,000. We are ending pay-to-pay billing practices and we are doing a great deal more.","child/family tax credit"
"cpc3","1K","Mr. Speaker, I will encourage the leader of the opposition to stay tuned. There will be very good announcements coming shortly. Income splitting is good policy for Canadians. It is good policy for Canadian seniors. It will be good policy for Canadian families. Our government is also making life more affordable for Canadian families by doubling the children's fitness tax credit to $1,000 and then making it refundable. Shamefully, the New Democratic Party and the Liberal Party vote against each one of these measures, vote against every tax cut that will put money into the pockets of Canadians.","child/family tax credit"
"cpc3","1K","Mr. Speaker, I would like to thank the member for Edmonton—Leduc for the excellent and hard work that he does on the finance committee. The new tax cuts will help all Canadian families prosper. We are increasing the universal child care benefit for children under age six. We are expanding it to children aged six to 17. We are increasing the child care expense deduction dollar limits by $1,000. Thanks to our government's tax cuts, two-thirds of the benefits flow to low-and middle-income families. The Liberal leader does not understand the basics of our policy. There are just too many tax savings for him to count.","child/family tax credit"
"cpc3","1K","Mr. Speaker, the opposite is true. In fact, the remarkable support for families announced by our Prime Minister last week will deliver $1,500 in benefits to a single parent on an income of $30,000 and will deliver $1,000 in benefits to a single parent with a $50,000 income. This is the only plan being proposed in this Parliament that benefits 100% of families with children, over four million Canadian families, with a focus on low and medium income families. It is why we have now seen child poverty at its lowest level in Canadian history. The Liberals would take this back. They are wrong.","child/family tax credit"
"cpc3","1K","Mr. Speaker, that member is completely wrong, and I understand why the Liberals do not want Canadians to know about the fantastic benefits they will be receiving through our family tax cut as well as our universal childcare benefit expansion. A single parent with two children, earning $30,000, will receive over $1,500 per year under our plan. A single parent making $50,000, with two kids, will see almost $1,000 in relief and benefits. Close to two million families, half the families with children, will receive direct benefits. Again, the Liberals do not like that, because they want to keep taxes high. They do not want money in the pockets of families.","child/family tax credit"
"cpc3","1K","Mr. Speaker, actually every single Canadian family with children under age 18 will benefit from our announcements that we announced a week ago. Under our family tax cuts, close to two million families will benefit, as well as the increase to the universal child care benefit. Another really good feature of what we have announced is the expansion of the amount that individuals and families can claim for child care expenses. We have increased that by $1,000 in every one of the categories. We know that the NDP and Liberals would end income-splitting for families. We know they would take away the universal child care benefit. Families can only count on this government to keep money in their pockets.","child/family tax credit"
"cpc3","1K","In fact, Mr. Speaker, through our record transfers to the provinces, the Canada social transfer, we have helped to lead to the creation of even more daycare spaces. The family tax cut plan involves an increase of $1,000 in the child care tax credit. However, the NDP plan on child care is this. It wants to tax 100% of families with kids in order to provide a subsidy through union-run daycare for 10% of families. Our approach is to recognize the choices made by all parents, all families, all four million of them, not just 10% of them.","child/family tax credit"
"cpc3","1K","Mr. Speaker, only the NDP could refer to a massive tax benefit for working Canadian families as a binge, a benefit that would provide up to $2,000 of direct tax relief for families, treating families as an economic unit, that would increase the universal child care benefit provided to children between the ages of 7 and 18 from $1,000 to $1,700 a year. Together these constitute a total net benefit of over $1,200 for the average family. Four million families, 100% of families with kids, are going to benefit from this government's package.","child/family tax credit"
"cpc3","1K","Mr. Speaker, first of all, let me join all of our colleagues in welcoming the hon. member for Whitby—Oshawa to the House of Commons. We know that the member was elected by the hard-working voters of Whitby—Oshawa in part to deliver the family tax cut, the tax cut that will benefit 100% of Canadian families with kids under the age of 18. Two-thirds of its benefits will go to low- and modest-income families. In fact, did members know that a single parent making $50,000 with two kids will see $1,000 in relief and benefits, and families earning less than $30,000 will see $1,200 in benefits—","child/family tax credit"
"cpc3","1K","Mr. Speaker, I want to thank the stellar hon. member for Prince George—Peace River for his hard work on lowering taxes for Canadian families across this country. We are delivering on our promise to balance the budget, and now we are in the position to make targeted tax cuts for Canadian families so they can balance theirs. The majority of these benefits will go to low- and middle-income class Canadian families. For example, a single parent making $50,000 a year with two children would get about $1,000 in benefits from these tax cuts. The Liberal plan is to take these tax cuts out of the pockets of Canadian families and use them to hire bureaucrats—","child/family tax credit"
"cpc3","1K","Mr. Speaker, job creation, lower taxes, and free trade were key elements of our government's economy-focused agenda this year. We built on our record of creating over 1.2 million net new jobs. We doubled the children's fitness tax credit to $1,000. We expanded the universal child care benefit to $160, up from $100 a month. We delivered free trade with South Korea and Honduras, and a massive new trade deal with Europe. We moved to tackle crime, protect victims, support veterans, strengthen the value of Canadian citizenship, cut red tape, and fight terrorism. Canadians can see clearly that running this country is a serious job, one that requires strong leadership.","child/family tax credit"
"cpc3","1K","Mr. Speaker, we all agree that an active, healthy lifestyle is good for people of all ages. That is why we have great organizations like Participaction, KidSport, Special Olympics, Sport for Life and Canadian Tire's Jumpstart that we fund. This is why I am proud the Prime Minister doubled up the fitness tax credit to $1,000. Also the universal child care benefit has been increased. My hope is that parents put those words “sports for the kids” so kids can get involved in sports and physical activity, and excel in education as well.","child/family tax credit"
"cpc3","1K","Mr. Speaker, I thank the member for his strong support for family tax fairness, for lower taxes. We are delivering on that to 100% of families with children under the age of 18, with an average benefit of over $1,100. This means, for example, that a single mom with two kids making $50,000 will receive $1,000 in relief and benefits. Families earning less than $30,000, low-income families, will receive an average benefit of $1,200. All of those benefits would be taken away by the opposition parties if they had their choice. We will not let them do that. Canadian taxpayers will support more support for families. That equals a stronger economy and more jobs.","child/family tax credit"
"cpc3","1K","Mr. Speaker, as the member will recall, when we took office we started to reverse the legacy of transfer payment cuts left behind by the Liberals, some $50 billion in cuts. We started to reverse that, and the money that was sent to our provincial partners created in excess of 260,000 child care spaces. We are going even further by introducing the universal child care benefit, providing families with $100. That is now increasing to $160 for children under the age of six, but going even a step further, $60 for those kids who are between 6 and 17. We have increased the deduction for child care expenses by $1,000.","child/family tax credit"
"cpc3","1K","Mr. Speaker, our public service is like all of our Canadian families, and under our plan 100% of Canadian families would benefit from the announcements we have made. In fact, on average, Canadians would have an additional $1,200 in their pockets because of the changes we have introduced. I note, of course, that the NDP and the Liberals would take away that benefit. They would take the $160 a month that families are already getting per child under six. They would take away the $60 a month. They would probably reverse the $1,000 increase in child deductions that we have put in place. Canadians families understand that when it comes to protecting them and their families, they can count on—","child/family tax credit"
"cpc3","1K","Mr. Speaker, the member's question is absolutely false. To quote a headline right out of the New York Times, “Canadian median incomes among the highest in the world”. That was the same report in which they found that, for the first time, the Canadian middle class is actually wealthier than the American middle class, a situation that was reversed under the previous Liberal government. Our low-tax plan for families will help 100% of families with kids, providing on average of $1,000 per household. The only plan the Liberal Party has is to raise taxes on middle-class families, which will drive jobs down and poverty up.","child/family tax credit"
"cpc3","1K","Mr. Speaker, anyone whose leader thinks that budgets balance themselves could never make sense of the basic numbers that Canadian households calculate every single day. Let us talk about those numbers. We brought forward a family tax cut and an enhanced universal child care benefit that will help 100% of families with kids. On average, those families will have an extra $1,000 in their pockets, starting right now. In fact, as we speak, Canadians are getting ready to fill out their tax forms to enjoy the benefits of the family tax cut. That tax cut is in place. The Liberals would raise taxes. We will not let them.","child/family tax credit"
"cpc3","1K","Mr. Speaker, the best possible stimulus for our economy is to put thousands of dollars back in the pockets of everyday families with kids, and that is exactly what we did with our family tax cut and benefits, which will benefit 100% of families with kids by over $1,000 per family. The Liberals have announced that they will vote against this money, that they will take it away and that they will raise taxes on families. We know that will not only hurt the middle class, but it will kill thousands of jobs and send shockwaves through our community. That is what the Liberals would do. We will not let them.","child/family tax credit"
"cpc3","1K","Mr. Speaker, I think Canadians are always amused when the Liberal Party talks about government funding for advertising. We are still looking for the missing $40 million from over there. What our advertising will tell Canadians is that they are entitled to claim $1,000 for the children's fitness tax credit to help soccer moms and hockey dads, that they will get an increased universal child care benefit of almost $2,000 for kids under 6 and $720 for kids 6 through 17, and that income splitting for families and pensioners will put money directly into the pockets of the middle class. The Liberals do not want people to know about it because they would take that money away.","child/family tax credit"
"cpc3","1K","Mr. Speaker, in keeping with your suggestion, I will do just that. Talking about taxpayers not getting value for their money, I wonder what the taxpayers of Scarborough Southwest think about their member sending over $140,000 to an illegal office in Montreal, that the member for Davenport sent over $1,000 to that same illegal office, that the member for Beaches—East York did the same thing, that the former member for Trinity—Spadina did the same thing. Sixty-eight members of the NDP caucus sent millions of dollars to an illegal office and they should pay it back.","ndp satellite offices"
"cpc3","1K","Mr. Speaker, the Minister of Finance said no such thing, but it is interesting to hear a member defending the Liberal economic record that he actually got elected to the House opposing. Here is something else, while he is on his feet, he can try to defend. The Liberal leader said yesterday, “We're looking at an expansion and a mandatory expansion of the CPP of the type that...Kathleen Wynne put forward in Ontario”. That is a $1,000 pay cut for every Ontario worker who is earning $60,000 a year. That is just from their own pockets, in addition to that paid by their employers. Canadians did not ask for that. They do not want it and they will never accept it.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, the Minister of Finance said no such thing. He said the contrary. He was talking about Greece, where liberal policies resulted in job cuts, higher taxes, and reduced services for the public. It is quite the opposite here in Canada, where we have a balanced budget. Canadians do not want the tax hikes recently proposed by the leader of the Liberal Party: $1,000 out of the pocket of every employee who earns only $60,000 a year. Canadians want more money in their pockets, not less, like the leader of the Liberal Party is proposing.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, both the New Democratic Party and the Liberal Party would dramatically hike payroll taxes. In fact, the Liberal leader said yesterday, “We’re looking at an expansion and a mandatory expansion of the CPP of the type that Kathleen Wynne put forward in Ontario”. For someone who earns $60,000 a year, that is an extra $1,000 tax hike. While we are letting middle-class Canadians keep more of their money in their pockets, that party would take more out.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, through the tax-free savings account, the increase in the guaranteed income supplement, and other low-tax measures, we have put more money in the pockets of seniors, but the Liberals and NDP would do the opposite. I quote the Liberal leader, who said that he supports “a mandatory expansion of the CPP of the type that Kathleen Wynne put forward in Ontario”. That means a $1,000 tax increase for a worker earning only $60,000 a year. The small business that employs that worker would have to pay the same tax, which would kill jobs. We will oppose the Liberal leader's proposed tax increase on workers.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, let us be clear. Canadians know that the New Democratic Party and the Liberal Party stand for higher taxes. Let me remind members what the Liberal leader said yesterday. He said, “We’re looking at an expansion and a mandatory expansion of the CPP of the type that Kathleen Wynne put forward in Ontario”. Again, for someone who is earning $60,000 a year, that is an extra $1,000 tax hike. While we are letting middle-class Canadians choose how they spend and save their money, Liberals would raise taxes. That is their policy.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, yes, it is true. The Liberal leader said yesterday: “We're looking at an expansion and a mandatory expansion of the CPP of the type that Kathleen Wynne put forward in Ontario”. For someone earning $60,000 a year, the Liberal leader's policy is an extra $1,000 tax hike. A middle-class family with two income earners would be paying thousands of dollars extra in taxes. While we are letting Canadians keep more of their money and make the decisions on how they would spend and how they would save for their retirement, the Liberal policy is clearly one of taking more money out of the pockets of Canadians.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, I thank that member for his very hard work on behalf of taxpayers across Canada. We disagree with the statement of the Liberal leader yesterday, who said that he supports “...a mandatory expansion of the CPP of the type that...Kathleen Wynne put forward in Ontario”. That plan would raise taxes by $1,000 on every worker earning $60,000 a year. We reject that. Our approach is a low-tax plan for a secure retirement. That is why we brought in the tax-free savings accounts for 11 million hard-working Canadians.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, since coming to office, our government has had one of the best job-creation records in the G7, and we are leading in economic growth. While we are focused on creating jobs, the Liberals are pushing a high-tax, high-debt agenda that will threaten jobs and set working families back. Their leader even said, “We’re looking at an expansion and a mandatory expansion of the CPP of the type that Kathleen Wynne put forward in Ontario”. For people earning $60,000, that means an extra $1,000 of tax that they will have to pay each year.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, the Minister of Finance said no such thing. As I said, he was talking about the situation in European countries like Greece and France. Let me tell members what we are doing in Canada. While we are letting middle-class Canadians choose how they want to spend and save their money, the Liberals and the NDP want to raise payroll taxes. The Liberal leader announced that he would dramatically hike payroll taxes on middle-class Canadians. He even said, “We’re looking at an expansion and a mandatory expansion of the CPP of the type that Kathleen Wynne put forward in Ontario”. For people earning $60,000, that means an extra $1,000 in taxes that they will have to pay each year.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, our Conservative government is focused on what matters to Canadians: helping families make ends meet by lowering taxes and protecting and creating jobs. Since coming to office, our government has had one of the best job creation records in the G7, and we are leading in economic growth. While we are focused on creating jobs, the Liberal leader's only solution is raising taxes. Members do not have to take my word for it, this is what he said, “We're looking at an expansion and a mandatory expansion of the CPP of the type that Kathleen Wynne put forward in Ontario”. For people earning $60,000, that means an extra $1,000 in taxes every year that they will have to pay under his scheme.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, let us be clear. Last week, the Liberal leader said “We're looking at an expansion and a mandatory expansion of the CPP of the type that...Kathleen Wynne put forward in Ontario”. For someone earning $60,000 a year, the Liberal leader's policy is a $1,000 tax hike, $1,000 coming out of their pocket. We are letting middle-class Canadians choose how they spend and save their money. The Liberal leader's only solution is a tax hike.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, it is very clear that the Liberals would now like to distance themselves from what their leader said. Their leader was very clear when he said last week “We're looking at an expansion and a mandatory expansion of the CPP of the type that...Kathleen Wynne put forward in Ontario”. We know that the Liberal Party believes it should get rid of the universal child care benefit, cancel income splitting, and certainly income splitting for seniors, and claw back the tax-free savings account. For someone earning $60,000 a year, a $1,000 tax hike is the response and the answer that the Liberal Party has. We believe in choice for Canadians. Canadians know they are better off—","liberal payroll tax"
"cpc3","1K","Mr. Speaker, I thank the member for Don Valley West for the question. He is correct. The Liberal leader said last week, “We're looking at an expansion and a mandatory expansion of the CPP of the type that Kathleen Wynne put forward in Ontario.” We have already said that for someone earning $60,000, that is an extra tax hike of $1,000. A middle-class family with two incomes would be paying thousands of dollars. While we are letting middle-class Canadians choose how they spend and save their money, the Liberal and the New Democrat plans are simply another tax hike.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, last week the Liberal leader said, “We’re looking at an expansion and a mandatory expansion of the CPP of the type that Kathleen Wynne put forward in Ontario.” The Kathleen Wynne plan is the federal Liberal plan. The numbers that the Ontario government has published suggest that a worker earning just $60,000 a year would face a $1,000 pay cut, but his employer, a small business, would also have to match that $1,000 tax increase, which according to the CFIB would lead to layoffs and further wage cuts. This would send reverberations throughout the entire economy. That is why we will never support it.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, we know what the Liberal policy is on the Canada pension plan. Their leader was very clear. He said: We're looking at an expansion and a mandatory expansion of the CPP of the type that [Premier] Kathleen Wynne put forward in Ontario. For someone who earns $60,000 a year, the Liberal policy is a massive tax hike. While we are letting middle-class Canadians choose how they spend and save their money, the Liberal leader's only solution is raising taxes. A $1,000 tax increase Canadians do not--","liberal payroll tax"
"cpc3","1K","Again, Mr. Speaker, the Liberal leader does not have a stepping stone; he has a springboard, a springboard to higher taxes. He was very clear. He said what the Liberal Party is looking for is “an expansion and a mandatory expansion of the CPP of the type that [Premier] Kathleen Wynne put forward in Ontario”. Again, that means, for the income earner earning $60,000 a year, a $1,000 tax hike. For a two-income family, it means thousands of dollars in extra taxes. The Liberal leader's only solution is raising taxes.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, while we are helping middle-class Canadians choose how they spend and save their money, the only solution of the opposition members is to raise taxes. It is true. The Liberal leader said last week “We're looking at an expansion and a mandatory expansion of the CPP of the type that...Kathleen Wynne put forward in Ontario”. For someone earning $60,000 a year, the Liberal leader's tax hike would mean $1,000 less in take-home pay. A middle-class family with two incomes would pay thousands of dollars extra in taxes. Canadians know they are better off with this Conservative government.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, I thank that member for her hard work on behalf of auto workers. I am happy to report that according DesRosiers Automotive Consultants, “The Canadian new vehicle market remains to be on track for the bestselling year ever”. Our low-tax plan is working. However, the Liberals are planning a new tax that will throw auto workers out of a job. The Windsor Star stated: The local Chamber of Commerce and auto sector companies are warning Premier Kathleen Wynne a new provincial plan could lead to layoffs or cutbacks in Windsor's fragile auto sector. The Liberal leader has endorsed that proposed payroll tax of $1,000 for every worker. We will fight to stop it.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, the Liberals have just one plan for the economy, and that is to raise taxes. Recently, the Liberal leader announced that he was looking at a tax increase like the one proposed by Kathleen Wynne, the Premier of Ontario. That would cost every worker who is earning $60,000 a year $1,000, and the small and medium-sized businesses that hire those workers would have to pay the same tax. That will kill jobs and cost families a lot of money. We are doing the opposite by lowering taxes.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, the NDP and the Liberals have one plan for the economy, that is to raise taxes. They both now support Kathleen Wynne's Liberal plan to impose a $1,000 payroll tax on every worker who earns $60,000 a year, and the small business that employs that worker would also have to pay $1,000. That will kill jobs and destabilize our economy. Our low-tax plan is working. We have created 1.2 million net new jobs, 80% of which are full time, and two-thirds in high-wage sectors. Just this week, StatsCan indicated that Canadians in every income bracket have seen their net worth dramatically rise, including a 38% increase in the net worth of Canadians in the lowest 20%.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, in this fragile global economy, the last thing we need is a tax increase, but that is exactly what the Liberals and the NDP propose. They want a new $1,000 payroll tax on every worker earning $60,000 a year. Small businesses would be forced to pay that same $1,000. That would kill jobs, according to the Canadian Federation of Independent Business. Our low-tax plan has created 1.2 million net new jobs. This week, Stats Canada confirmed that Canadians are enjoying higher net worth than ever before.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, the Liberals want the government to bring in Kathleen Wynne's new payroll tax. That would be the only new plan they put forward. They want the average worker who earns $60,000 a year to pay a brand new $1,000 tax, and the employer would be forced to match it. That would force a lot of employers to cut wages and lay people off. We are going to do the opposite. We have cut taxes for every Canadian. We just brought in a family tax cut and benefits, which help 100% of households with kids. We are putting money directly in the pockets of Canadians.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, while both the NDP and Liberal Party have announced they support Kathleen Wynne's plan to bring in a $1,000 payroll tax on the average worker in Canada, we have done exactly the opposite. Our low-tax plan is not only creating jobs, it is raising the net worth of the average Canadian family. In fact, the bottom 20% of income earners have seen their net worth increase by 38% since 1999. The overwhelming majority of our tax-relief measures have gone directly into the pockets of modest- and middle-income families. We are lifting people up by rewarding their hard work with low taxes.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, under the strong leadership of our Prime Minister, a typical family of four will save a whopping $6,600 this year, but the Liberals and the NDP want to take that money out of their pockets. They want to raise taxes. The Liberal leader wants to impose a mandatory $1,000-a-year job-killing payroll tax hike on middle-class workers. We will not let the Liberals get away with their reckless high-tax, high-spend agenda. Canadians know they are better off with this Conservative government.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, our government, of course, continues on its commitment to help out families, not just by lowering the costs they pay for products and services but, most important, by lowering taxes that they are required to pay to the government and providing more money in their pockets to help them make ends meet. We think that is one of the most meaningful things we can do as a government: help Canadians succeed and meet their aspirations and dreams for a brighter future. This afternoon will be dedicated to today’s NDP’s opposition day motion. Tomorrow, we will wrap up the third reading debate on Bill S-6, the Yukon and Nunavut regulatory improvement act. This will be the sixth day of debate for that particular piece of legislation, which would support economic development north of 60 while ensuring the preservation of the environment. Monday shall be the eighth allotted day when we will debate another NDP opposition day motion. Regrettably, I have noticed that the NDP leader has never taken me up on my suggestion that he allow the House an extended debate on one of their proposals, under Standing Order 81(16)(a). As a result, next week, we will have the 88th time-allocated opposition day of this Parliament. That evening, as required by the Standing Orders, we will debate the main estimates. Then, we will consider an appropriations bill, the supplementary estimates, followed by a second appropriations bill. Tuesday morning, we will consider Bill S-2, the incorporation by reference in regulations act, at report stage. This legislation will help streamline regulations and ensure that important safety rules keep up with evolving developments and standards. In the afternoon, we will take up Bill C-59, economic action plan 2015, No. 1, at report stage, in anticipation that it will be reported back to the House tomorrow. This package of essential measures—such as the family tax cut, enhancements to the universal child care benefit, and a reduction to the small business income tax—is an important priority for our Conservative government and I think, more important, a priority for Canadian families. Since the budget was delivered this spring, however, the Liberal leader has let us and all Canadians in on his economic plans. First, we learned he thinks that “benefiting every single family is not...fair”. Then, he topped it off when he told Canadians that the Liberals are looking at a mandatory expansion of the Canada pension plan. That would mean a $1,000 tax hike for a typical earner and for that earner's employer, and that $1,000 tax increase on two sides would be a significant potential impairment and drag on our economy. Certainly, it would be a huge drag on the personal finances of Canadian families. On Wednesday, we will return to Bill C-59, if additional time is needed. Thursday morning, we will consider Bill C-35, which is the justice for animals in service act, Quanto's law, at report stage and, ideally, third reading. This is an important bill, which would ensure appropriate criminal penalties for killing or harming police animals and other service animals—dogs, horses, and so on—and speedy consideration of it would be favourable because that would allow it to pass and make it to the Senate for its consideration this spring. I would remind the House the bill has already received four days of second reading debate and was in the justice committee for over five months. That afternoon, we will again consider Bill S-2, and I hope it will be at third reading. Next Friday, we will return to Bill S-7, the zero tolerance for barbaric cultural practices act, at report stage. The House will recall that we are debating the opposition's amendments to gut the bill of its entire contents—contents that demonstrate our Conservative government's commitment to end violence against women and girls.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, the Liberals admit that they would get rid of the universal child care benefit, that they would cancel income splitting, that they would get rid of the child tax benefit, and that after they do all of those things, they would still come at least $2 billion short. That $2-billion hole will have to be put on the backs of taxpayers through yet higher taxes. Then last week, the Liberal leader announced that he would impose a $1,000 payroll tax hike on every single worker earning $60,000 and on the small businesses that employ them. We will never take that approach. We will continue to lower taxes.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, the Liberals have now admitted that they support Kathleen Wynne's payroll tax. That would raise taxes by at least $1,000 on every single worker, regardless of their income, and it would raise equal amounts of taxes on the small businesses that employ those workers. Those businesses tell us that they would be forced to cut wages and lay people off to pay this new Liberal tax. We are taking the opposite approach. We have cut taxes for small businesses that create jobs, and we have lowered taxes for families to help them get ahead.","liberal payroll tax"
"cpc3","1K","Mr. Speaker, we are informing parents about the benefits that we are providing them. In fact, the Prime Minister just increased the universal child care benefit by nearly $2,000 for each child under 6 and $720 for each child 6 through 17. The Liberals want to take that benefit away from families. In the meantime, the Liberal leader just announced that he wants to add an extra $1,000 to every worker's tax bill through a pension scheme proposed by Kathleen Wynne, in Ontario. We are against that idea and we will keep reducing taxes.","liberal payroll tax"
